Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
Q9BX68	Q9BX68	HINT2_HUMAN	HINT2	Histidine triad nucleotide-binding protein 2, mitochondrial	5.06127e+06	5.0039e+06	4.25791e+06	4.81574e+06	5.41235e+06	5.45389e+06	5.33928e+06	4.86964e+06	5.03313e+06	5.3629e+06	4.60988e+06	5.03743e+06	5.79342e+06	6.11323e+06	6.31221e+06	6.05972e+06	5.84546e+06	6.33844e+06	6.0181e+06	6.10094e+06	5.2065e+06	6.50523e+06	6.69663e+06	6.14025e+06	6.50747e+06	5.89195e+06	6.61808e+06	6.68236e+06	6.68451e+06	5.83747e+06	5.4729e+06	6.24166e+06	6.75134e+06	7.36772e+06	7.74773e+06	6.80351e+06	6.99943e+06	8.26788e+06	8.14782e+06	8.4192e+06	7.74818e+06	8.35034e+06	7.92604e+06	7.27372e+06	7.51508e+06	7.40591e+06	7.61765e+06	5.96173e+06	7.64734e+06	7.32945e+06	7.47092e+06
Q9BX69	Q9BX69;A0A0B4J1T5	CARD6_HUMAN	CARD6	Caspase recruitment domain-containing protein 6	115733	80491.3	84986.9	82096.8	130900	64268.7	35296.9	37707.9	93166.9	102052	115988	68728.2	87451.4	118926	144830	140712	123718	37304.2	26279	29895.8			31178.3	44920.4		47973.9		39016.7	30854.2	52288.1	40556.3	27046.7	43249.8	88328	109434	100051	59736.8	97601.5	100210	79582.6	79207.7	80249	77503.3	78207.6	74321.3	58908.4	66828.7	128355	103075	40080	97937.7
Q9BXD5	Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	165039	198599	154930	202331	144445	116886	112633	112367	227390	122508	92958.4	119596	167296	55016.4	62551.3	88796.8	99429.9	120747	153807	116401	104874	172523	119716	173489	116077	140561	218407	154561	60759.5	143933	68952.5	55825.2	125564	83590.1	145961	221980	233252	172679	190963	192962	282300	228486	238751	161375	177081	121927	222189	106623	164281	74981.4	133600
Q9BXJ9	Q9BXJ9;A0A0B4J1W3	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	500155	505194	443802	481215	557258	347453	539147	465360	450229	438793	468115	553557	568913	652092	756772	617380	579940	465253	426330	463895	410033	422523	368292	366162	415215	399447	316521	481210	439271	484695	605791	703631	802361	600014	405749	194238	351208	301224	374368	260289	413564	317121	356302	371913	375188	407308	449477	459670	682046	593905	576158
Q9BXK5	Q9BXK5;A0A087WW80;A0A0A0MR90;E9PDD6;F2Z2C3;F6VJB4	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	426657	336902	391286	356529	316545	424048	395547	398870	363284	473458	561931	416069	531696	623024	807821	773762	622787	581705	483739	553999	496246	403896	640928	486422	584776	634204	475603	592300	631661	482937	578752	631652	734772	681031	565172	356887	515517	452861	386043	567931	501002	391914	521714	424320	342187	421579	462162	578129	744141	641954	670703
Q9BXS5	Q9BXS5;E7ENJ6;K7EJL1	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	4.14075e+06	3.47649e+06	3.84146e+06	3.89767e+06	3.74909e+06	4.05321e+06	3.86689e+06	3.75735e+06	3.55502e+06	3.68376e+06	3.97636e+06	3.90851e+06	3.71458e+06	4.65653e+06	5.1696e+06	5.05022e+06	4.61115e+06	3.83262e+06	3.29244e+06	3.62036e+06	3.62173e+06	3.81555e+06	3.84013e+06	3.57957e+06	3.66173e+06	3.51645e+06	3.48095e+06	3.71725e+06	3.81012e+06	3.42252e+06	4.97056e+06	5.0491e+06	4.77219e+06	4.86524e+06	3.70897e+06	3.91477e+06	3.83033e+06	3.75574e+06	3.67372e+06	3.90978e+06	3.60344e+06	3.85598e+06	3.72679e+06	3.49054e+06	3.70219e+06	3.80093e+06	3.56125e+06	4.70876e+06	4.71219e+06	4.52701e+06	4.85429e+06
Q9BXU2	Q9BXU2	TX13B_HUMAN	TEX13B	Testis-expressed protein 13B	2.32312e+06	489158	750887	791500	2.11991e+06	1.26972e+06	1.85144e+06	417432	667249	714964	973289	1.52916e+06	1.80869e+06	257029	3.41729e+06	7.03868e+06	1.06011e+06	4.33081e+06	4.53532e+06	5.15586e+06	2.46217e+06	2.68844e+06	3.27648e+06	2.95881e+06	3.62886e+06	4.78826e+06	2.30627e+06	2.46381e+06	1.86938e+06	2.36179e+06	438218	3.55349e+06	7.0487e+06	1.62365e+06	5.5707e+06	1.11917e+06	844096	937122	627318	5.39139e+06	4.97977e+06	635333	841201	589155	1.33912e+06	6.07998e+06	361241	309630	2.63474e+06	6.89834e+06	1.55921e+06
Q9BXV9	Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	145549	64098.8	121228	122389	171767	105566	111294	182548	130308	144555	265735	76352.7	138727	118102	113434	81500.5	116914	159611	232359	121112	100825	171268	152070	206333	163956	94072.5	163660	110921	175765	192647	60727.3	88956	98809.6	108992	131059	163530	49521.5	269182	123134	176191	177787	108873	272833	178462	103010	172768	83428.4	67930.4	149973	123612	89784.3
Q9BXW7	Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5		9417.49	56781.8				30117.6		92040.5		159703		29423.1	12572.5		79596.7		37621.1		33854.3	114067		12198.3						72335.7	33364.2	109609	63458.8	17608.8															31582	66225.9		
Q9BY32	Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	395445	684396	301109	581177	378573	407638	501485	589398	689016	668315	388337	398335	577538	272788	845748	617685	756011	1.46047e+06	1.17502e+06	1.49611e+06	1.42474e+06	1.68311e+06	1.61544e+06	1.60947e+06	1.67953e+06	1.15658e+06	1.49079e+06	1.44913e+06	1.45531e+06	1.65157e+06	1.75161e+06	1.68238e+06	1.98881e+06	2.04694e+06	1.51993e+06	1.16555e+06	1.13171e+06	1.54719e+06	1.73273e+06	1.61653e+06	1.46144e+06	1.53522e+06	1.21713e+06	1.43977e+06	1.55447e+06	1.93815e+06	1.62083e+06	1.90531e+06	1.88522e+06	1.99873e+06	2.07619e+06
Q9BY43	Q9BY43;H0YIN6	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	508967	662282	720549	630866	567875	726079	672999	790226	779540	694501	523067	988748	554357	550938	535207	415888	733704	353118	509623	233136	630016	574802	469950	365313	488786	444499	447635	423125	384761	514968	441066	305436	201708	393713	355988	454154	431703	564906	611342	524046	544240	471732	545437	365707	420803	492780	422966	456537	377086	219559	425934
Q9BY44	Q9BY44;C9IZE1;H7C5Q3	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.50723e+06	1.80864e+06	1.62822e+06	1.57733e+06	1.56982e+06	1.65207e+06	1.703e+06	1.57916e+06	1.67788e+06	1.52404e+06	1.76284e+06	1.72309e+06	1.66753e+06	1.68213e+06	1.38042e+06	1.53053e+06	1.27193e+06	1.55231e+06	1.50705e+06	1.42736e+06	1.57495e+06	1.40626e+06	1.67112e+06	1.69045e+06	1.51603e+06	1.66437e+06	1.57327e+06	1.36161e+06	1.1874e+06	1.90552e+06	1.47794e+06	1.32056e+06	1.3672e+06	1.4126e+06	1.33176e+06	1.39679e+06	1.0165e+06	1.25979e+06	1.32978e+06	1.57458e+06	1.42059e+06	1.49087e+06	1.50397e+06	1.56844e+06	1.69647e+06	901343	1.57511e+06	1.43134e+06	1.17175e+06	1.14714e+06	1.2788e+06
Q9BYC5	Q9BYC5;G3XAD2	FUT8_HUMAN	FUT8	Alpha-(1,6)-fucosyltransferase	893699	955056	910147	871850	941253	864526	909159	939290	934335	801436	868276	851794	815512	1.21266e+06	1.0227e+06	1.04165e+06	1.10799e+06	324513	337692	358078	315489	390584	305090	447891	248156	233870	355012	358035	323131	326018	638967	448069	483640	385236	405045	344732	350394	495092	377022	365570	453731	521399	235999	335769	492146	264019	380634	526276	659715	391152	599352
Q9BYD1	Q9BYD1;E5RJI7;H0YAX3	RM13_HUMAN	MRPL13	39S ribosomal protein L13, mitochondrial	80356.1		111235	88399.6			62529.9		36399.6	80098	19163.2		74048.4		44561.8	23447.7		48822.9	36544.7	64008.8		109345	45877.7		76365.1	100799	106027	78565	55436.4	109801		59786.8	69915.5				95594.9	90966.9	92288.3	85515.7	56150.7	98480.1		100260	35497.8	69344.8	38610.6		64245.7	73442.9	73336.7
Q9BYD2	Q9BYD2;Q5SZR1	RM09_HUMAN	MRPL9	39S ribosomal protein L9, mitochondrial							8815.33											61010.6	80744.1	31777.7	75847.1		93160.6		52086.2		25762.7	55946.8									48053.2	146121	117614		112054	115454		103505	113562	90840.3	166071				
Q9BYD3	Q9BYD3;K7EKI4;K7ELF1;K7ELQ0;K7ES61;X6RAY8	RM04_HUMAN	MRPL4	39S ribosomal protein L4, mitochondrial	149140	97149	28331.8	119352	299778	148297	107309	122475	155214		193433	215260	63282.6	40254.1	105955	107587	180560	208917	114742	311825	200303	85595.7	35331.9		167923	202328	140003	123021		327182	53810	104504	146496		222043	146322	125554	160994	198512	52892.7	239008	182538	231380		159118	142831		161912	139248	103020	12841.4
Q9BYF1	Q9BYF1	ACE2_HUMAN	ACE2	Angiotensin-converting enzyme 2								175099	442827	547622	1.39552e+06															158535	613568	1.36079e+06														43622.3	258813	843869	1.15268e+06						
Q9BYI3	Q8IXS8;Q9BYI3;C9JTA1;H7C0W7	HYCCI_HUMAN	FAM126A	Hyccin	196343	336541	268902	284164	214819	235277	130108	404372	179491	271256	186043	408940	159017	278671	180607	331741	305517	227937	294006	263029	95118.4	266100	202761	203102	242881	253633	179477	203724	190576	194305	318357	364079	282712	345481	260789	202794	262281	281003	266114	240298	274470	305315	296386	341375	229445	209364	180150	178460	267343	242656	217720
Q9BYM8	Q9BYM8;A6PVK0	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	299737	429381	582906	530137	469322	414255	412297	626844	537472	545850	534962	515076	561407	444029	503659	537669	501902	472764	538823	443578	343310	405789	463543	537114	414870	501688	495538	503773	537363	593568	568181	476742	503867	520059	352484	193425	356442	431833	407901	476082	463251	491403	381514	449116	263916	391170	333028	476093	437952	416879	495194
Q9BYT8	Q9BYT8;E9PCB6	NEUL_HUMAN	NLN	Neurolysin, mitochondrial					45886.4	58324.9			24549			107734	22111.4	48961.9	33559.6	37579.7	47892						110038				49040	48879.2	28860.9	36541.7		33122.9	8762.32	26411.9					44986.4							20066.4		37462.9	69955.2	38807.1	
Q9BYV8	Q9BYV8;A0A6Q8PEV5;A0A6Q8PF12;A0A6Q8PFB1;A0A6Q8PFB5;A0A6Q8PGR4;A0A6Q8PGX0;A0A6Q8PH03	CEP41_HUMAN	CEP41	Centrosomal protein of 41 kDa	370062	286834	429549	323313	414259	483264	442750	435728	288193	346381	423706	341705	374382	329360	264845	383640	286781	293195	308995	273951		424495	368760	342118	106172	279354	317691	136982	337933	301073	298199	277176	319200	315409	293910	427573	399055	384549	246330	202690	203841	193370	257393	338422	341991	197612	459260	270298	262325	184354	167734
Q9BZ23	Q9BZ23;Q9H999;A0A2R8YF29;E5RHA5;V9GYZ0	PANK2_HUMAN	PANK2	Pantothenate kinase 2, mitochondrial	55357.6		35405.7		37555.7		27533.5			42909.5	42674.3	48652.2	54979.9	86285.5	91003.2	172518	69930.3		106378	42044.9		35934	47569	26618.9	38098	70492.4	59575.3		22124.6		67622.4	99070.9	193811	64001.7										45555.1	40037.6	99307.8		125547	110470	89804.1	
Q9BZ67	Q9BZ67;Q9BZ68;E9PS62	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	585794	571979	686181	615116	496133	555771	518698	588406	583685	608001	485699	602095	625870	555614	500486	380426	325245	333909	498024	590323	326916	339724	208854	315582	406207	318421	411597	291192	366599	331534	342735	318193	218393	330064	376850	244173	365366	330700	485586	364028	409050	409158	186052	416794	404166	617616	331335	320848	206710	118314	332627
Q9BZ72	Q9BZ72;S4R414	PITM2_HUMAN	PITPNM2	Membrane-associated phosphatidylinositol transfer protein 2	638617	662492	931667	800622	895969	755421	772371	826182	866143	830260	935229	812663	829751	793089	742260	932607	720074	644363	697643	710224	443962	614145	607670	689237	691990	754910	653377	661784	714106	693070	625112	775015	656047	575150	1.04634e+06	708782	940850	927269	1.19178e+06	1.00994e+06	1.03592e+06	1.05973e+06	1.03242e+06	1.03509e+06	1.12481e+06	1.23166e+06	1.12964e+06	1.15582e+06	969166	1.0237e+06	1.21104e+06
Q9BZE1	Q9BZE1;S4R369	RM37_HUMAN	MRPL37	39S ribosomal protein L37, mitochondrial								53875.2			160068			10907.3	99405.8	66659.7	50865.1	17563.1	91990.6			228629	49739.5	55667.1				88869.1		42766.2	73528.7	124214	27844.7	79641.6	50762.3				66156.8	30552.7	190073	50260.5	120492				77851.2	155516	63219.6	74355	78918.4
Q9BZE9	Q9BZE9;C9JAL9;J3KRG1;J3QR50;J3QRW3	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	520522	619642	521332	556846	392480	405564	336250	544239	327415	468316	378657	400232	254028	373270	253185	343217	511531	370584	440959	435814	487230	281614	306739	277100	314908	328534	256181	181261	391445	523429	378429	345830	260538	356500	386359	330849	287934	209283	460542	1.08339e+06	284731	309835	344088	447304	408330	247426	338629	300867	269664	256251	542281
Q9BZF1	Q9BZF1;F8VQX7;F8VUA7	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	821094	780422	785851	891572	935706	905814	1.03734e+06	925336	821705	891254	911287	934086	1.07824e+06	845173	863685	966390	779627	996834	816415	743703	678365	762988	824412	878178	875490	815093	884684	851344	768061	778640	812723	744175	780983	782229	1.0167e+06	1.02298e+06	885566	759270	1.06549e+06	937765	974475	982768	926397	1.0478e+06	1.03287e+06	837260	950064	931271	795713	741319	684846
Q9BZF3	Q9BZF3	OSBL6_HUMAN	OSBPL6	Oxysterol-binding protein-related protein 6			31315.9	28722.3		33440.1	24822.2	53057.3	34496.6	29180.5		61459.3		45529.6	57974			213918	123505	155516	241525	166987	160190	113673	161831	195220	71399.2	161732	90240.4	95187.6	70647		11424.4	118308		17471.1	12002	43461.6	12260.4		70408.6	74495.7	45960.7			104630	37483.5				
Q9BZF9	Q9BZF9;F5H2B9;H0YNH8	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	792061	777489	827752	823240	737568	768257	850082	836562	828855	822031	882752	845436	814098	700441	693025	648937	635439	835800	774007	785155	789710	778033	811750	808136	850421	811987	783976	865472	834677	781354	737216	700337	623307	650625	988431	901410	940342	1.02283e+06	1.02629e+06	1.03303e+06	947405	1.05332e+06	1.10266e+06	917372	1.01482e+06	1.07836e+06	1.03464e+06	823563	781259	777987	870129
Q9BZG1	Q9BZG1;C9JBG0;C9JY26;E7ES60;Q96PJ7	RAB34_HUMAN	RAB34	Ras-related protein Rab-34			32326.6	30949.7		38660.4		30671.5		57300.6	49519			76994.2	124720	156114	96745.4	52905.5		28767.8		50761.5	38895.6		41265.2	27980.2	25314.9	33598.1		28302.7	122476	144964	149351	102509								67050.8	68752.5		46418.6		50548.7	73727.5	139501	136531	115894
Q9BZH6	Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	643359	588206	770178	693960	684117	693075	740690	588921	714461	752228	806264	770242	818778	1.27095e+06	1.23565e+06	1.32689e+06	1.20344e+06	655783	689610	726421	612211	676394	867207	720276	760707	785964	693036	752735	763000	685544	1.08788e+06	1.1728e+06	1.29071e+06	1.3068e+06	1.01677e+06	795232	908692	1.0471e+06	1.15359e+06	1.05889e+06	1.12007e+06	1.1264e+06	1.02839e+06	961886	968902	1.29731e+06	1.22773e+06	1.44738e+06	1.61804e+06	1.70385e+06	1.66097e+06
Q9BZK7	Q9BZK7;A0A0D9SF25;A0A0D9SF63;A0A1B0GUU2;C9IYU9;C9JBN1;C9JCK0;C9JLJ1	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	276987	209280	234903	299831	372921	256212	276301	302410	246131	261640	283474	276206	256927	241450	219881	233265	237183	311183	275595	289467	373823	339739	420061	291057	142204	266500	415938	330848	356115		384606	314907	259335	363425	166785	120666	217290	175408	232170	293613	231849	171931	237446	324493	293299	202811	236392	125556	245476	200678	312361
Q9BZL4	Q9BZL4;K7EL81	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	1.17762e+06	1.1472e+06	1.15643e+06	1.12e+06	1.06958e+06	1.12893e+06	1.1095e+06	1.10787e+06	1.21698e+06	1.22338e+06	1.14011e+06	1.09684e+06	1.11731e+06	894584	853555	979533	884963	974556	1.18709e+06	1.04766e+06	862039	945799	960559	1.08017e+06	1.00431e+06	1.01112e+06	1.13032e+06	990868	968797	1.14361e+06	920694	900717	854962	677327	811113	919125	807545	852069	1.04822e+06	1.02507e+06	1.05981e+06	937526	996720	893907	990260	1.09494e+06	844640	982409	920407	854227	943305
Q9BZL6	O94806;Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	449378	400334	416383	455576	281992	404176	364362	405140	360536	233762	424047	400459	467949	453315	396852	520887	512697	599720	527302	536706	422021	430453	446433	591985	486933	542217	538612	465095	435312	471446	442200	534175	459989	500277	315601	203762	413512	275606	416515	398269	385341	328025	355829	343192	392870	377683	415055	490164	405529	401215	469284
Q9BZM1	Q9BZM1;A0A0C4DGC6;A0A2R8Y3M9	PG12A_HUMAN	PLA2G12A	Group XIIA secretory phospholipase A2	282124	289906	294110	332439	384724	346810	259264	305777	301119	318518	267268	288245	258306	354942	338292	387896	466557	356692	149208	238106	334823	295657	411941	313297	312866	247222	274900	317626	147918	366970	394398	550958	469964	380973	41889.5	392858	389257	381829	200829		219301	314457	332195	307328	372813	282529	195186	367154	370295	272103	399908
Q9BZQ8	Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	260066	218662	218368	308589	158889	278435	235888	202080	222840	222768	264572	173337	291991	188736	243040	229448	252995	364124	423242	338058	324927	235675	333746	371187	411984	441258	536640	456394	409258	432580	356765	415543	328581	387873	92445.9	96858	68654.1	89720.1	157618	160071	234752	172687	141317	70462.4	170476	206358	157808	212940	178687	152268	206194
Q9BZV1	Q9BZV1;K7EP32	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	596412	605177	564133	678816	837704	753531	746358	731392	642653	826715	799275	776725	783516	758861	1.03278e+06	1.09512e+06	942203	881059	668136	995843	801091	706089	923503	789762	848729	932569	847229	833056	890066	966583	747381	1.11906e+06	1.08146e+06	692303	987649	1.23803e+06	1.13147e+06	902352	799704	988834	1.11792e+06	1.18452e+06	838761	1.0126e+06	975432	1.02276e+06	849426	971735	1.31312e+06	1.20765e+06	1.0215e+06
Q9BZW5	Q9BZW5;H3BM84	TM6S1_HUMAN	TM6SF1	Transmembrane 6 superfamily member 1														127132	193722	159635	152106											25361						166673														137628	154298	177570	194084
Q9C035	Q9C035	TRIM5_HUMAN	TRIM5	Tripartite motif-containing protein 5		63578.1	17582.4	44521.2	36456.8						18263.1		44376.2	26187.5	31157.7	32989.9	22981.9	49799.9	36117.6			5622.03	48547	68063.6	35770.3		85080.8	23649.7	46454	63317.8	53764.4	44441.3		33094			47085.3	70928.6	94441.9	67267.8	74295	68201.5	57325.9	43888.4	71869.4	80079.4	42505.8	56520.6	68038.8	37654.1	48121
Q9C037	Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	768765	266340	336316	387492	588138	347104	254891	421586	372332	319177	284690	361480	331899	197381	216886	424422	206499	350520	310703	634995	148957	480279	312429	358646	368238	619374	372533	538956	478225	408918	338070	279825	232344	207221	204961	336504	192412	402826	405842	524352	392555	313756	381338	468283	454049	383601	325102	266698	302638	107333	348718
Q9C0C9	Q9C0C9;K7EQ12	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	3.32673e+06	3.4078e+06	3.58589e+06	3.53387e+06	3.21402e+06	3.51691e+06	3.41025e+06	3.45449e+06	3.3801e+06	3.40106e+06	3.4333e+06	3.4972e+06	3.29004e+06	3.50932e+06	3.26088e+06	2.86493e+06	3.43208e+06	3.20626e+06	3.07981e+06	2.99331e+06	3.20278e+06	3.21675e+06	3.27416e+06	3.01883e+06	2.88074e+06	2.94144e+06	3.07273e+06	3.07247e+06	3.10873e+06	3.10963e+06	3.17921e+06	2.99167e+06	2.80436e+06	3.13948e+06	3.24473e+06	3.36383e+06	3.24687e+06	3.28758e+06	3.26816e+06	3.03015e+06	3.11541e+06	3.42657e+06	3.36547e+06	3.40468e+06	3.43801e+06	3.12236e+06	3.48508e+06	3.38338e+06	2.96852e+06	2.6921e+06	3.27e+06
Q9C0E2	Q9C0E2;F2Z2X4	XPO4_HUMAN	XPO4	Exportin-4	183078	58533.6	64530.2	185909	167159	179569	171951	327357	122695	223992	308947	217266	164603	338977	387792	331030	281479	242917	251564	102133	95142.8	230297	280461	275657	165286	190702	207752	204505	303388	140678	391383	178586	522636	188243	37102.9		51740.9	59171.4	172745	132845	201178	30427	74981	77625.3	246478	95556.9	142994	191654	313340	291276	121307
Q9C0E8	Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	1.54404e+06	1.67973e+06	1.48234e+06	1.43607e+06	1.38478e+06	1.55302e+06	1.50365e+06	1.32955e+06	1.34298e+06	1.49577e+06	1.43269e+06	1.4976e+06	1.6986e+06	1.17898e+06	1.36679e+06	1.44925e+06	1.50317e+06	1.88167e+06	1.83197e+06	1.84723e+06	1.79433e+06	1.81656e+06	1.74698e+06	1.7234e+06	1.6745e+06	1.76414e+06	1.8788e+06	1.87876e+06	1.88255e+06	1.73025e+06	1.43879e+06	1.52216e+06	1.79603e+06	1.25404e+06	1.19769e+06	1.00442e+06	1.3734e+06	1.43479e+06	1.27447e+06	1.40785e+06	1.35698e+06	1.48522e+06	1.34902e+06	1.17036e+06	1.06193e+06	1.39074e+06	1.43359e+06	1.23518e+06	1.4154e+06	1.27423e+06	1.32229e+06
Q9C0F1	Q9C0F1	CEP44_HUMAN	CEP44	Centrosomal protein of 44 kDa	129989	93057.2	82769.2	232326	79115.6	76035	137620	105932	97795.9	127157	164403		178591	226126	79083.9	70464.6	86672.7	193508	147241	96830.1	71535.4	158660	174576	158308	54685.9	101000	167928	151533	241619	115261	79252.1	19651.8	80159	105183	11722.9	75004.4	64975.9		89988.8	70222.7	104619	78237.5	140692	22142.4	24082.3	83623	87785.8	80703.6	81111.9	39643	63030
