Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
Q9H8W4	Q9H8W4	PKHF2_HUMAN	PLEKHF2	Pleckstrin homology domain-containing family F member 2	1.93991e+06	1.92285e+06	2.05511e+06	1.87196e+06	1.83869e+06	1.97391e+06	1.81435e+06	1.9917e+06	1.95496e+06	2.07929e+06	1.95894e+06	1.96658e+06	2.02073e+06	1.69739e+06	1.34586e+06	1.58131e+06	1.4806e+06	2.02645e+06	2.33972e+06	2.30996e+06	2.36747e+06	2.41739e+06	2.33969e+06	2.37465e+06	2.2136e+06	2.17453e+06	2.169e+06	2.30907e+06	2.30821e+06	2.21496e+06	2.26931e+06	1.94917e+06	1.78231e+06	1.8277e+06	1.84652e+06	2.35797e+06	2.18181e+06	1.90082e+06	1.99005e+06	2.02587e+06	2.23389e+06	2.2288e+06	2.04871e+06	2.20818e+06	1.96379e+06	2.03022e+06	2.15556e+06	2.16809e+06	2.01156e+06	1.77283e+06	2.03809e+06	1.47987e+06	1.78369e+06
Q9H8Y8	Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	2.34916e+06	2.13744e+06	2.25186e+06	2.28947e+06	1.86926e+06	2.41359e+06	2.49514e+06	2.22919e+06	2.42979e+06	2.40635e+06	2.3862e+06	2.26863e+06	2.47986e+06	2.0037e+06	1.92374e+06	2.09792e+06	2.01629e+06	2.55588e+06	2.20081e+06	2.42014e+06	2.36975e+06	1.81683e+06	2.44945e+06	2.3727e+06	2.17926e+06	2.42563e+06	2.44545e+06	2.33282e+06	2.25149e+06	2.51544e+06	2.33251e+06	2.00392e+06	1.82213e+06	1.82447e+06	2.02181e+06	2.39937e+06	1.61341e+06	1.22201e+06	1.63379e+06	1.90464e+06	1.81018e+06	1.91424e+06	1.58702e+06	1.6348e+06	1.91118e+06	1.83769e+06	2.11605e+06	1.83892e+06	1.84224e+06	1.4959e+06	1.50683e+06	1.59352e+06	1.43286e+06
Q9H910	Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	2.22065e+06	2.21216e+06	2.25015e+06	2.36936e+06	2.26897e+06	2.43524e+06	2.31653e+06	2.42886e+06	2.55646e+06	2.30001e+06	2.19801e+06	2.54866e+06	2.13694e+06	1.6825e+06	1.78328e+06	1.75935e+06	1.84463e+06	2.31342e+06	2.00597e+06	1.94198e+06	2.0172e+06	2.12002e+06	2.18166e+06	2.14894e+06	2.17712e+06	2.1539e+06	2.09848e+06	2.10752e+06	2.18256e+06	1.96394e+06	2.11347e+06	1.38884e+06	1.43468e+06	1.62166e+06	1.20094e+06	2.14466e+06	1.81247e+06	1.78651e+06	1.85202e+06	1.70082e+06	1.74441e+06	1.84721e+06	1.79511e+06	1.85232e+06	1.74372e+06	1.90285e+06	1.95739e+06	1.78456e+06	1.66721e+06	1.16819e+06	1.11127e+06	1.12423e+06	1.08433e+06
Q9H939	Q9H939	PPIP2_HUMAN	PSTPIP2	Proline-serine-threonine phosphatase-interacting protein 2	1.10847e+07	1.05797e+07	1.09712e+07	1.06153e+07	1.00583e+07	1.08901e+07	1.08981e+07	1.1002e+07	1.0871e+07	1.08662e+07	1.07042e+07	1.11665e+07	1.08359e+07	1.09391e+07	1.1081e+07	1.01322e+07	9.95361e+06	1.10964e+07	1.05123e+07	1.04276e+07	1.02932e+07	1.06414e+07	1.0531e+07	1.04416e+07	1.04142e+07	1.04692e+07	1.05076e+07	1.05713e+07	1.04368e+07	1.04114e+07	1.04359e+07	1.05592e+07	1.01708e+07	1.01099e+07	1.04404e+07	9.90909e+06	1.33299e+07	1.22381e+07	1.25787e+07	1.26765e+07	1.23699e+07	1.31217e+07	1.28129e+07	1.23281e+07	1.25869e+07	1.20581e+07	1.21992e+07	1.28523e+07	1.27708e+07	1.26635e+07	1.30203e+07	1.15944e+07	1.18404e+07
Q9H993	Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	517976	346573	285714	333448	189841	283102	899032	278947	392171	412400	527970	307617	457301	817541	917706	933681	736076	410469	370595	465710	624250	297081	397180	444109	453702	305186	529365	411932	336850	343097	463924	660054	873608	501272	597844	393042	261838	558246	336097	339073	418959	605525	421978	512082	312952	138041	464241	407441	346055	955721	1.16671e+06	970265	526666
Q9H9A6	Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	897865	1.18326e+06	1.05163e+06	1.0603e+06	1.02189e+06	993294	1.08273e+06	980180	1.01136e+06	952618	1.0173e+06	742795	925224	1.21605e+06	1.11749e+06	1.4553e+06	1.39621e+06	1.02175e+06	1.4149e+06	1.23611e+06	1.36309e+06	1.43379e+06	1.08764e+06	1.03921e+06	1.2907e+06	1.10262e+06	1.33804e+06	1.37666e+06	1.20099e+06	1.03703e+06	1.01223e+06	1.19314e+06	1.5289e+06	1.55051e+06	1.17497e+06	1.60684e+06	992701	691841	537477	1.23293e+06	914307	1.00335e+06	1.00292e+06	1.04896e+06	984176	1.02535e+06	688131	1.30095e+06	624473	1.26598e+06	1.45153e+06	1.08915e+06	951334
Q9H9B4	Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	4.92807e+06	4.64544e+06	4.50585e+06	5.22847e+06	4.25442e+06	5.16807e+06	5.09141e+06	5.08787e+06	5.15301e+06	4.79935e+06	5.24029e+06	4.84254e+06	5.29836e+06	5.79196e+06	5.82305e+06	4.6113e+06	6.01676e+06	4.79363e+06	4.92622e+06	4.23101e+06	3.98554e+06	4.50246e+06	4.55977e+06	4.90901e+06	4.69286e+06	4.92622e+06	4.49905e+06	5.17107e+06	4.4435e+06	4.70485e+06	4.3682e+06	6.32288e+06	4.74437e+06	4.63652e+06	6.49723e+06	5.14229e+06	3.69761e+06	3.38857e+06	3.68352e+06	3.86922e+06	3.99811e+06	3.55213e+06	3.81903e+06	3.80673e+06	3.72266e+06	3.85379e+06	3.71586e+06	3.44392e+06	3.559e+06	4.63409e+06	4.0934e+06	3.30406e+06	4.03355e+06
Q9H9E3	Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	2.05709e+06	2.97659e+06	2.78027e+06	3.16018e+06	2.90924e+06	1.43834e+06	2.36211e+06	3.24965e+06	2.63933e+06	2.22157e+06	2.80089e+06	2.39387e+06	2.96709e+06	2.6771e+06	2.13395e+06	1.49801e+06	1.02968e+06	1.24242e+06	1.44185e+06	1.40044e+06	2.3535e+06	1.89556e+06	780447	1.84703e+06	1.76252e+06	1.89777e+06	2.18207e+06	2.03105e+06	2.04371e+06	488838	1.64988e+06	1.96252e+06	1.33776e+06	1.16341e+06	1.52717e+06	1.2596e+06	1.69481e+06	2.2614e+06	2.48914e+06		1.40051e+06	2.38926e+06	1.67505e+06	2.20894e+06	799273	3.625e+06	1.73581e+06	2.1895e+06	2.4207e+06	2.36044e+06	2.3006e+06	2.75502e+06	1.51171e+06
Q9H9G7	Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	1.44507e+06	470341	1.50499e+06	1.65435e+06	938596	1.09673e+06	1.71129e+06	1.62549e+06	1.34212e+06	1.41126e+06	1.50327e+06	1.29238e+06	1.47793e+06	1.04981e+06	1.19403e+06	1.40289e+06	1.12985e+06	963711	1.35749e+06	1.49664e+06	1.54e+06	1.52969e+06	1.37922e+06	1.38132e+06	1.64509e+06	1.51917e+06	1.38298e+06	1.58165e+06	1.51279e+06	1.62144e+06	1.51759e+06	898220	1.02802e+06	1.21935e+06	1.25776e+06	1.47886e+06	1.46344e+06	1.54089e+06	992898	1.80088e+06	1.15527e+06	1.47476e+06	1.54053e+06	1.20789e+06	1.74333e+06	1.34443e+06	1.03924e+06	1.42625e+06	945205	668278	1.24299e+06	1.15301e+06	1.22341e+06
Q9H9H4	Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B	799225	940461	906411	803680	1.29173e+06	1.07763e+06	850158	1.02555e+06	1.01589e+06	1.02825e+06	1.03315e+06	808984	897745	990389	1.06157e+06	910625	1.07441e+06	1.01435e+06	1.10302e+06	1.03827e+06	1.27921e+06	1.22876e+06	1.16406e+06	1.0112e+06	1.17018e+06	1.24678e+06	1.20148e+06	1.13062e+06	967654	1.16589e+06	1.19241e+06	954696	1.12658e+06	1.13116e+06	1.09639e+06	1.09307e+06	1.12044e+06	747888	1.05162e+06	1.42237e+06	1.27418e+06	1.17474e+06	1.27848e+06	1.32728e+06	1.02259e+06	1.06337e+06	1.08698e+06	1.20654e+06	997455	735615	818736	766278	1.03344e+06
Q9H9Q2	Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	718171	794300	967274	837952	813591	1.0405e+06	1.19826e+06	1.16522e+06	898100	552186	1.02047e+06	1.03066e+06	900540	726679	857366	1.03336e+06		830627	690890	808045	1.05674e+06	985731	1.07271e+06	1.0388e+06	1.02482e+06	1.33818e+06	857075	820405	996689	1.20467e+06	553006	827115	997217	1.13512e+06	619170	994565	401194		824491	656743	391041	240914	458505	422514	699977	574086	639335	450486	348726	596326	661801	634442	452163
Q9H9S4	Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	2.49889e+06	2.3187e+06	2.92443e+06	2.92675e+06	2.6466e+06	2.64414e+06	2.46177e+06	2.70744e+06	2.67616e+06	3.2199e+06	2.96067e+06	2.63167e+06	2.78546e+06	3.89573e+06	3.98447e+06	4.03526e+06	4.25031e+06	2.08853e+06	2.45831e+06	2.16265e+06	2.68463e+06	2.16115e+06	2.25507e+06	2.39063e+06	2.25201e+06	2.20386e+06	2.46696e+06	2.12906e+06	2.11107e+06	2.06634e+06	2.4788e+06	3.49383e+06	3.64612e+06	4.07036e+06	3.66344e+06	2.93093e+06	3.31126e+06	2.21546e+06	1.29634e+06	2.50972e+06	2.81557e+06	2.53755e+06	2.58958e+06	2.25862e+06	2.26702e+06	2.27531e+06	1.98141e+06	2.60027e+06	2.50465e+06	4.27413e+06	2.99439e+06	4.29089e+06	3.38948e+06
Q9HA64	Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	1.25233e+06	1.42321e+06	1.23288e+06	1.22802e+06	1.15026e+06	893409	1.20304e+06	1.33002e+06	1.0485e+06	1.44028e+06	1.33974e+06	1.28732e+06	1.56869e+06	1.10599e+06	1.26913e+06	1.27051e+06	1.21435e+06	1.71335e+06	1.94556e+06	1.85897e+06	1.79153e+06	1.6781e+06	1.25878e+06	1.81041e+06	1.48315e+06	1.82886e+06	1.42058e+06	1.59896e+06	1.6313e+06	1.87941e+06	1.89537e+06	1.33064e+06	1.47578e+06	1.51482e+06	1.54736e+06	1.95265e+06	1.59946e+06	1.78279e+06	1.36759e+06	1.32406e+06	1.39784e+06	1.24619e+06	1.4531e+06	1.25579e+06	1.41493e+06	1.28287e+06	1.73293e+06	1.5667e+06	1.26586e+06	1.35521e+06	1.05367e+06	996618	1.36561e+06
Q9HA65	Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17		115215		28246.9		111746									40180.2				159450	51654.6		62261.1		205766	150577	114524		35830.5									41472.1		148682	66535.9			219254		163858	11336	44731.8		134420		96450.6	37271.5	50746.7
Q9HA77	Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	468806	419067	467135	486819	556094	499283	578579	507091	496743	483145	480604	384358	535220	548724	616659	509145	415398	422115	387762	309716	362947	337705	462953	384445	334647	274767	343784	428327	454064	374861	405820	549987	434144	502062	437240	462923	419371	482484	503021	408801	465293	307085	566089	486375	470580	523228	555373	614780	530023	581451	413139	563280	466361
Q9HAB8	Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	1.69352e+06	1.7432e+06	1.73281e+06	1.59798e+06	1.6394e+06	1.57339e+06	1.46817e+06	1.78219e+06	1.71731e+06	1.81402e+06	1.89365e+06	1.79857e+06	1.77058e+06	2.58358e+06	2.22544e+06	2.0308e+06	2.03043e+06	1.539e+06	1.62005e+06	1.69408e+06	1.69348e+06	1.52016e+06	1.6883e+06	1.53927e+06	1.70708e+06	1.65813e+06	1.57313e+06	1.41623e+06	1.6569e+06	1.59183e+06	1.50365e+06	2.27096e+06	2.05155e+06	2.25254e+06	2.24952e+06	1.55646e+06	2.03209e+06	1.62997e+06	1.71617e+06	1.79063e+06	1.79286e+06	1.66947e+06	1.93407e+06	1.81785e+06	1.69529e+06	1.76096e+06	1.75917e+06	1.87726e+06	1.8165e+06	2.87974e+06	2.24197e+06	2.25491e+06	2.22324e+06
Q9HAS0	Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	160896	114169	181613	119635	173996	72057.6	101620	151148	178484	90358	118785	168671	151865	133410	187890	192426	210338	163804	95934.5	122788	111775		93297.3	70396.6	225619	99777.1	133435	75293.3	163085	175094	270592	177258	165701	231948	251463	86765.4	193672	70360.5	107617	215279	116369	142010	182311	67884.6	64229.5	216465	38762.8	147218	89663.9	158279	199272	160611	155563
Q9HAT2	Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	1.45247e+06	1.39237e+06	1.44412e+06	1.17538e+06	1.23617e+06	1.34755e+06	1.51499e+06	1.28904e+06	1.18647e+06	1.36733e+06	1.48304e+06	1.27373e+06	1.25457e+06	1.24487e+06	1.24002e+06	1.71763e+06	1.42031e+06	1.39339e+06	1.23911e+06	1.27132e+06	1.26743e+06	1.32359e+06	1.28551e+06	1.26922e+06	1.32454e+06	1.19699e+06	1.36844e+06	1.33688e+06	1.36582e+06	1.5425e+06	1.25074e+06	1.20313e+06	1.33322e+06	1.23278e+06	1.43209e+06	1.2027e+06	1.33265e+06	1.31408e+06	1.17248e+06	1.31294e+06	1.44606e+06	1.51599e+06	1.49661e+06	1.41649e+06	1.22665e+06	1.1286e+06	1.28849e+06	1.73915e+06	1.61596e+06	1.52088e+06	1.61231e+06	1.63217e+06	1.71575e+06
Q9HAU5	Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	822509	393373	562951	189421	329457	396908	820603	480227	419231	821248	807027	647138	700489	281571	763197	659379	1.05296e+06	387930	889915	744895	924951	665988	853012	989012	783093	720381	947504	987266	832367	949276	767249		538553	520811	341242	528182	439619		685952	173005		762488	914001	373543	641287	234124		1.0856e+06		176432	424671	558388	
Q9HAV0	Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	4.13535e+06	4.25034e+06	3.32115e+06	3.48992e+06	2.97456e+06	3.65902e+06	3.91941e+06	4.07904e+06	3.27613e+06	3.50162e+06	3.92554e+06	4.22869e+06	3.72702e+06	3.94503e+06	4.32292e+06	4.82864e+06	4.78867e+06	3.29168e+06	3.68054e+06	3.42303e+06	3.21727e+06	3.62222e+06	3.75204e+06	3.04372e+06	3.55418e+06	3.33056e+06	3.28908e+06	3.43238e+06	3.69193e+06	3.46396e+06	3.52033e+06	3.59066e+06	3.77052e+06	3.62571e+06	3.94593e+06	3.37307e+06	2.26771e+06	2.52723e+06	3.10092e+06	2.39903e+06	2.83661e+06	2.2614e+06	2.39345e+06	2.69718e+06	2.69612e+06	2.51971e+06	2.13038e+06	2.40866e+06	2.46133e+06	3.41056e+06	2.9743e+06	3.5444e+06	3.49667e+06
Q9HAV7	Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	295448	438481		515194	405271	579742	516257	417710	444780	604539	470246	301423	441840	1.61458e+06	367407	2.82751e+06	361677	464125	332753				250257	452320	372154	254206	520550	379063	288402	282427	596435	1.15318e+06	1.13425e+06	2.89432e+06	260010			310013	261257	74523	282242	346368	1.32961e+06	425128	348610	294958	423123	71253.3	199427		1.51736e+06	323627	
Q9HB07	Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	445569	689825	767413	735088	455942	678281	777737	707064	683933	818106	861937	754401	713178	630852	488108	643143	912912	960883	849682	897327	815091	821363	827773	865677	924573	852734	872651	721083	783245	748259	913033	651251	732711	910909	545771	919581	993301	896462	907521	899310	977673	813970	1.04242e+06	867874	946146	913434	862237	895634	953834	367714	661174	469275	220532
Q9HB40	Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	421510	764730	746673	216251	299302	455066	311928	565300	640703	334166	559408	616903	495319	655225	388556	415065	456472	317510	331718	439330	310077	239808	371863	436789	419138	391826	275037	513191	351076	311274	82773	384339	582139	269089	202353	97385.1	937370	581676	658532	503142	832630	705632	776481	653181	734773	746770	565629	441002	556350	819980	789141	725015	608541
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	6.49003e+06	6.26302e+06	7.15881e+06	6.8754e+06	6.35074e+06	7.07444e+06	6.54655e+06	6.56221e+06	6.75196e+06	6.29958e+06	6.16473e+06	7.37334e+06	6.61837e+06	5.88368e+06	7.11861e+06	6.51274e+06	5.83877e+06	6.00863e+06	5.72912e+06	5.05677e+06	5.30545e+06	5.16674e+06	5.74706e+06	5.74318e+06	5.42013e+06	5.54525e+06	5.45459e+06	4.91399e+06	5.1911e+06	5.40714e+06	5.60908e+06	5.24394e+06	5.70029e+06	4.52792e+06	4.87943e+06	5.19552e+06	5.24361e+06	4.82067e+06	5.20253e+06	4.7378e+06	5.55126e+06	5.21745e+06	5.14863e+06	4.87371e+06	4.89743e+06	4.47508e+06	4.80898e+06	5.16855e+06	5.76138e+06	5.34464e+06	4.90484e+06	5.20268e+06	5.24351e+06
Q9HB90	Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	354223	313724	293091	289552	196137	371085	365165	320085	254202	285537	381839	332064	269346	501433	563719	675010	360459	280608	352912	228539	271350	195608	331202	308529	207152	375536	288937	332766	292682	298660	299810	449792	556618	576013	497795	239523	321429	302114	163312	163226	342067	290630	267822	317817	280103	299337	270409	427426	290356	590721	540974	662296	500349
Q9HBF4	Q9HBF4	ZFYV1_HUMAN	ZFYVE1	Zinc finger FYVE domain-containing protein 1		25118.5	50657.8	4644.66				45465.9		41541.3			24533.1	41438.7				28063.4		31055.8			38211.3		28037.5				31509							47425.1					19079.3	20583.3			29221		38854.1		41436.3	31156.8			
Q9HBH0	Q9HBH0	RHOF_HUMAN	RHOF	Rho-related GTP-binding protein RhoF	2.81287e+06	2.28107e+06	2.46186e+06	2.37578e+06	2.16206e+06	2.76396e+06	2.66473e+06	2.65049e+06	2.45364e+06	2.52191e+06	2.61162e+06	2.57916e+06	2.58673e+06	3.42797e+06	3.26366e+06	3.47519e+06	2.65696e+06	2.34127e+06	2.11154e+06	2.14094e+06	2.44265e+06	2.18793e+06	2.39535e+06	2.01355e+06	2.17554e+06	2.0958e+06	1.96078e+06	1.81767e+06	1.86136e+06	1.981e+06	2.15976e+06	2.95433e+06	3.2858e+06	3.2826e+06	3.15625e+06	2.29689e+06	1.3318e+06	1.56112e+06	1.50829e+06	1.56604e+06	1.68086e+06	1.77465e+06	1.60632e+06	1.66689e+06	1.78198e+06	1.4047e+06	1.52233e+06	1.60637e+06	1.71165e+06	2.70589e+06	2.67289e+06	2.72062e+06	2.38479e+06
Q9HBH5	Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	858487	367478	559774	398181	619364	538680	888579	345437	630857	820102	666069	797219	715128	697203	633805	1.25239e+06	1.07262e+06	338364	747537	558142	828673	641857	757209	623620	710309	690271	1.37742e+06	780663	830483	812363	883419	954697	914726	1.60229e+06	1.27243e+06	713415	754944	963645	360604	364379	703503	1.12303e+06	922152	159381	472589	125791	823758	957271	808069	961222	664605	2.21377e+06	1.17224e+06
Q9HBI0	Q9HBI0	PARVG_HUMAN	PARVG	Gamma-parvin		159434	39899.1	163346	218280	182296	105978	263427	188844	164995	99156.7	146648	170780	178637	103846	106975	108679	260826		545264	172466	201887	177692		93899.8	122905	216393	194956	36558.3	255531	260120	94327.3	138977	158879	144933	574328	303405	130645	169700	65551.4	44578.7	136825	48438	170214	94308.3	285296	60661.3			141725	121650	163419	306104
Q9HBI1	Q9HBI1	PARVB_HUMAN	PARVB	Beta-parvin	5.9215e+07	5.51524e+07	5.93936e+07	5.5149e+07	5.78737e+07	5.82989e+07	5.79058e+07	5.90881e+07	5.80619e+07	5.94585e+07	5.96628e+07	5.94714e+07	6.1754e+07	8.93262e+07	9.44712e+07	8.80611e+07	8.27252e+07	5.57288e+07	5.67188e+07	5.56007e+07	5.64129e+07	5.55463e+07	5.35558e+07	5.87398e+07	5.57279e+07	5.544e+07	5.49099e+07	5.42164e+07	5.82722e+07	5.70195e+07	5.93601e+07	9.03347e+07	8.00762e+07	7.78136e+07	7.90627e+07	5.81116e+07	5.32665e+07	5.3605e+07	5.14844e+07	5.21739e+07	5.27395e+07	5.12578e+07	5.37816e+07	5.44468e+07	5.28619e+07	5.25117e+07	5.61082e+07	5.6822e+07	5.58151e+07	8.23976e+07	9.29804e+07	8.09244e+07	8.38266e+07
Q9HBL7	Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	4.47365e+06	2.90996e+06	4.281e+06	4.34529e+06	3.15065e+06	4.29645e+06	3.66287e+06	3.52368e+06	2.95758e+06	4.28992e+06	4.18772e+06	4.02535e+06	4.11149e+06	3.58321e+06	4.07249e+06	3.91871e+06	4.40754e+06	3.93658e+06	8.58742e+06	8.29593e+06	8.38725e+06	7.07103e+06	7.75818e+06	8.39484e+06	8.36303e+06	7.51602e+06	7.34571e+06	7.90494e+06	8.58757e+06	8.62858e+06	8.4473e+06	9.81095e+06	9.64415e+06	6.63919e+06	8.56033e+06	7.58032e+06	3.56798e+06	3.57202e+06	3.88078e+06	3.77017e+06	3.41878e+06	4.20639e+06	3.52512e+06	5.70533e+06	4.3025e+06	3.88579e+06	4.81354e+06	4.07564e+06	4.28612e+06	6.34391e+06	6.10627e+06	5.00729e+06	5.56239e+06
Q9HC07	Q9HC07	TM165_HUMAN	TMEM165	Transmembrane protein 165	326921	246382	96158.8	252363	388851	363287	545077	418865	222467	444306	425171	215194	290451	212340	349322	66255	376973	345293	411286	461927	344249	324378	474858	426043	429115	461917	411163	507474	564439	375960	442267	316503	118771	171148	250577	449405	400640	420317	377375	325872	428852	459229	422902	348157	343278	232714	401145	249100	340578	200655		255819	231625
